"id_discente","curso","ano_colacao","campus"
2017001689,ADMINISTRAÇÃO,2023,Itajuba
2018015606,ADMINISTRAÇÃO,2023,Itajuba
31014,ADMINISTRAÇÃO,2023,Itajuba
2018009959,ADMINISTRAÇÃO,2023,Itajuba
2016012463,ADMINISTRAÇÃO,2023,Itajuba
2018017781,ADMINISTRAÇÃO,2023,Itajuba
2018016363,ADMINISTRAÇÃO,2023,Itajuba
2019002943,ADMINISTRAÇÃO,2023,Itajuba
2019002335,ADMINISTRAÇÃO,2023,Itajuba
2018001235,ADMINISTRAÇÃO,2023,Itajuba
2019014309,Ciencia da Computacao,2023,Itajuba
2018008521,Ciencia da Computacao,2023,Itajuba
2018006008,Ciencia da Computacao,2023,Itajuba
2019006030,Ciencia da Computacao,2023,Itajuba
2019003136,Ciencia da Computacao,2023,Itajuba
2019003940,Ciencia da Computacao,2023,Itajuba
2019004231,Ciencia da Computacao,2023,Itajuba
2017010454,CIÊNCIAS ATMOSFÉRICAS,2023,Itajuba
2018013272,CIÊNCIAS ATMOSFÉRICAS,2023,Itajuba
2019000967,CIÊNCIAS ATMOSFÉRICAS,2023,Itajuba
30995,CIÊNCIAS ATMOSFÉRICAS,2023,Itajuba
33128,CIÊNCIAS BIOLÓGICAS LICENCIATURA,2023,Itajuba
2018013343,CIÊNCIAS BIOLÓGICAS LICENCIATURA,2023,Itajuba
2017016190,CIÊNCIAS BIOLÓGICAS LICENCIATURA,2023,Itajuba
34231,ENGENHARIA AMBIENTAL,2023,Itajuba
21839,ENGENHARIA AMBIENTAL,2023,Itajuba
2019000564,ENGENHARIA AMBIENTAL,2023,Itajuba
34161,ENGENHARIA AMBIENTAL,2023,Itajuba
2016007392,ENGENHARIA AMBIENTAL,2023,Itajuba
2018005145,ENGENHARIA AMBIENTAL,2023,Itajuba
2018008530,ENGENHARIA CIVIL,2023,Itajuba
2019018308,ENGENHARIA CIVIL,2023,Itajuba
2019000902,ENGENHARIA CIVIL,2023,Itajuba
2017014515,ENGENHARIA CIVIL,2023,Itajuba
21477,ENGENHARIA CIVIL,2023,Itajuba
2017001849,ENGENHARIA CIVIL,2023,Itajuba
2016017906,ENGENHARIA CIVIL,2023,Itajuba
2017013886,ENGENHARIA CIVIL,2023,Itajuba
2017003360,ENGENHARIA CIVIL,2023,Itajuba
33924,ENGENHARIA CIVIL,2023,Itajuba
2018009135,ENGENHARIA CIVIL,2023,Itajuba
2016014430,ENGENHARIA CIVIL,2023,Itajuba
2016012285,ENGENHARIA CIVIL,2023,Itajuba
2018009108,ENGENHARIA CIVIL,2023,Itajuba
2018000443,ENGENHARIA DE BIOPROCESSOS,2023,Itajuba
2017002837,ENGENHARIA DE BIOPROCESSOS,2023,Itajuba
2018018994,ENGENHARIA DE BIOPROCESSOS,2023,Itajuba
2016008086,ENGENHARIA DE BIOPROCESSOS,2023,Itajuba
2016008907,ENGENHARIA DE BIOPROCESSOS,2023,Itajuba
32039,ENGENHARIA DE BIOPROCESSOS,2023,Itajuba
2017018292,ENGENHARIA DE BIOPROCESSOS,2023,Itajuba
2020000496,ENGENHARIA DE BIOPROCESSOS,2023,Itajuba
2018003285,ENGENHARIA DE BIOPROCESSOS,2023,Itajuba
2016007919,ENGENHARIA DE BIOPROCESSOS,2023,Itajuba
31528,ENGENHARIA DE BIOPROCESSOS,2023,Itajuba
2016011573,ENGENHARIA DE BIOPROCESSOS,2023,Itajuba
2018008844,ENGENHARIA DE COMPUTAÇÃO,2023,Itajuba
2017005178,ENGENHARIA DE COMPUTAÇÃO,2023,Itajuba
2018004961,ENGENHARIA DE COMPUTAÇÃO,2023,Itajuba
2016001002,ENGENHARIA DE COMPUTAÇÃO,2023,Itajuba
2018010619,ENGENHARIA DE COMPUTAÇÃO,2023,Itajuba
35272,ENGENHARIA DE COMPUTAÇÃO,2023,Itajuba
33465,ENGENHARIA DE COMPUTAÇÃO,2023,Itajuba
2018010136,ENGENHARIA DE COMPUTAÇÃO,2023,Itajuba
28263,ENGENHARIA DE COMPUTAÇÃO,2023,Itajuba
2017018579,ENGENHARIA DE COMPUTAÇÃO,2023,Itajuba
22874,ENGENHARIA DE COMPUTAÇÃO,2023,Itajuba
2018017674,ENGENHARIA DE COMPUTAÇÃO,2023,Itajuba
2018007696,ENGENHARIA DE COMPUTAÇÃO,2023,Itajuba
2017010258,ENGENHARIA DE COMPUTAÇÃO,2023,Itajuba
2017007323,ENGENHARIA DE COMPUTAÇÃO,2023,Itajuba
2017020405,ENGENHARIA DE COMPUTAÇÃO,2023,Itajuba
34101,ENGENHARIA DE COMPUTAÇÃO,2023,Itajuba
2019000733,ENGENHARIA DE COMPUTAÇÃO,2023,Itajuba
26771,ENGENHARIA DE COMPUTAÇÃO,2023,Itajuba
2019013974,ENGENHARIA DE COMPUTAÇÃO,2023,Itajuba
2017019164,ENGENHARIA DE COMPUTAÇÃO,2023,Itajuba
2017004555,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2023,Itajuba
2017009622,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2023,Itajuba
30550,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2023,Itajuba
2017020610,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2023,Itajuba
2018006788,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2023,Itajuba
2017009838,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2023,Itajuba
2016017942,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2023,Itajuba
34542,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2023,Itajuba
2018000283,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2023,Itajuba
2017003253,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2023,Itajuba
